 MERS=(3,5,5)  GNORM=5 TV=(  6.6960  2.4545  2.4545)
      Graphite, orientated so that the "c" axis is along the "x" direction
let symmetry int
  C    10.04400000 +1  14.17113050 +1  -2.45451144 +1
  C    13.39200000 +1  11.33690450 +1  -2.45451144 +1
  C     0.00000000 +1  14.87968725 +1  -1.22725544 +1
  C    -3.34800000 +1  14.87968725 +1  -1.22725544 +1
  C    -3.34800000 +1  16.29680025 +1  -1.22725544 +1
  C     0.00000000 +1  13.46257425 +1  -1.22725544 +1
  C     6.69600000 +1  14.87968725 +1  -1.22725544 +1
  C     3.34800000 +1  14.87968725 +1  -1.22725544 +1
  C     3.34800000 +1  16.29680025 +1  -1.22725544 +1
  C     6.69600000 +1  13.46257425 +1  -1.22725544 +1
  C    13.39200000 +1  14.87968725 +1  -1.22725544 +1
  C    10.04400000 +1  14.87968725 +1  -1.22725544 +1
  C    10.04400000 +1  16.29680025 +1  -1.22725544 +1
  C    13.39200000 +1  13.46257425 +1  -1.22725544 +1
  C     0.00000000 +1  17.00535700 +1   0.00000056 +1
  C    -3.34800000 +1  17.00535700 +1   0.00000056 +1
  C    -3.34800000 +1  18.42247000 +1   0.00000056 +1
  C     0.00000000 +1  15.58824400 +1   0.00000056 +1
  C     6.69600000 +1  17.00535700 +1   0.00000056 +1
  C     3.34800000 +1  17.00535700 +1   0.00000056 +1
  C     3.34800000 +1  18.42247000 +1   0.00000056 +1
  C     6.69600000 +1  15.58824400 +1   0.00000056 +1
  C    13.39200000 +1  17.00535700 +1   0.00000056 +1
  C    10.04400000 +1  17.00535700 +1   0.00000056 +1
  C    10.04400000 +1  18.42247000 +1   0.00000056 +1
  C    13.39200000 +1  15.58824400 +1   0.00000056 +1
 Tv    20.08800000 +1   0.00000000 +1   0.00000000 +1 
 Tv     0.00000000 +1  10.62834875 +1   6.13628000 +1 
 Tv     0.00000000 +1  10.62834750 +1  -6.13627930 +1 
 
